Tiempo;Trayectoria 1;Trayectoria 2;Trayectoria 3;Trayectoria 4;Trayectoria 5;Trayectoria 6;Trayectoria 7;Trayectoria 8;Trayectoria 9;Trayectoria 10;Semilla
1,06;-0,9646909506545083;-0,1925753196572875;-1,0937216946825568;0,2784789837693431;0,5646223388914695;0,17714329693639808;0,4034757582184438;-2,528613348944791;1,1586382750550344;-0,8935653828281219;709626436
1,07;-1,1186544443907265;-0,2765192797318548;-0,951268612365055;0,2751785145451311;0,6084748281814762;0,21270413697735444;0,4107319589999627;-2,624252856355472;1,2612228411287538;-0,9672028526547759;709626436
1,08;-1,08715466481357;-0,5101734884677236;-0,9909776580425;0,17810523106397153;0,5292594198591571;0,054480285981005044;0,43089173762721594;-2,629089699829727;1,2968353435212783;-0,9835426729924588;709626436
1,09;-1,1221552706463729;-0,38699162319167346;-0,8611451778146175;0,19988315337096402;0,5604717322544384;0,022389577482798552;0,4498178835161982;-2,7580654268987614;1,1200801680865278;-0,8914673413183184;709626436
1,1;-1,0276015788072579;-0,4163148019981628;-0,8882805770574641;0,2836623089694224;0,5651782470365064;-0,14629331776829388;0,5695063666126621;-2,927824766128139;1,203704391078615;-0,7425633153122673;709626436
1,11;-0,9902175822309306;-0,6891356356800593;-0,7635453684173797;0,3454005061856149;0,6121944922006258;-0,19636495768561646;0,6684018692002132;-2,9070336145279265;1,1715749246265197;-0,7784369152574093;709626436
1,12;-0,9870291894373867;-0,5164951305096964;-0,8703610492476882;0,6105906759544382;0,8453469776202034;-0,07397392557007236;0,6295055793140926;-2,934477094699226;0,9698965838258661;-0,894283054997207;709626436
1,1300000000000001;-0,9292623867318816;-0,5142596089634285;-0,7793374290343403;0,6022371874595754;0,7464039650231552;-0,06744905477427027;0,8073302468989374;-3,058112406372752;0,8188419959196077;-0,861906780450435;709626436
1,1400000000000001;-0,8360758768044337;-0,631189051055062;-0,8441485943395499;0,7423689411901051;0,6765803734841407;0,02692441064050323;0,8342528012753431;-3,139313055030279;0,8925259799427111;-0,8886217267232045;709626436
1,1500000000000001;-0,7365203335804188;-0,5229885213118662;-0,8725637831959882;0,7891616761347149;0,8056601476775811;-0,10353316281436818;0,7419573338718501;-3,040695579582121;0,9605499873541782;-0,8885599581702686;709626436
1,16;-0,9391104131554974;-0,7091627177399029;-0,8906685402568023;0,7268708012752432;0,778860895454295;-0,06415397482356347;0,7386564822428565;-2,9949410488327364;1,006249237779772;-0,9628955350023964;709626436
1,17;-0,9951593392757846;-0,6247091452323245;-0,8378084206958988;0,7561906309757014;0,7179113678198891;-0,14196979333801615;0,6736279467555681;-3,1460154312482946;1,0605950309579644;-0,9957591418506904;709626436
1,18;-1,1184346227689224;-0,722300802006955;-0,8305940189540016;0,6214843836737594;0,5468822653230626;-0,23584489322870658;0,7515329046882814;-3,2553486064487624;1,0155230761426348;-0,9136413267353443;709626436
1,19;-1,0168428073022817;-0,7433723882875044;-0,6997266579532151;0,7664040732160073;0,633717285827119;-0,23719148178109167;0,5434528993835872;-3,3009385820071135;0,8826424431378592;-1,0713138227969863;709626436
1,2;-0,9273909624238069;-0,9450969125292346;-0,6478973697480364;0,6020282656771971;0,6944693182300294;-0,07500007288103436;0,455379280324215;-3,3452685732948613;0,8310216104119572;-1,1225906692376573;709626436
1,21;-0,7159397341964837;-0,8284911926531319;-0,7570106876217821;0,4355543456167942;0,5503514554201879;-0,0226973867129937;0,37489019584769556;-3,4633310752148336;0,8444449523249196;-1,1691911323053088;709626436
1,22;-0,5874385423691694;-0,7834683003737639;-0,7670062286810155;0,24217814480349648;0,4073413895841737;-0,1649385129961298;0,5119879070953217;-3,3603339106229706;0,7931303210510092;-1,084264058338779;709626436
1,23;-0,6367352453950755;-0,9195937730313526;-0,7710895468330625;0,2499695996059929;0,3949727407802001;-0,19335042782995532;0,6495339705288241;-3,5615400710411373;0,8586445375557515;-1,2130978910323644;709626436
1,24;-0,5508166889239816;-1,0163069407241663;-0,8018574024394156;0,20530520132192398;0,31942986503443294;-0,1788502621506096;0,7037715478486802;-3,6042681428280576;0,6698587714410613;-1,354510017655778;709626436
1,25;-0,5500420298005195;-1,2374869474810448;-0,8147004559553304;0,04809201725671505;0,27991380264270643;-0,1262845464483652;0,6734360783080559;-3,5221377184494065;0,539670216585464;-1,2294170444345847;709626436
1,26;-0,5080997118745754;-1,1120369357380515;-0,69787672793479;-0,0060513739330395125;0,2593479996302518;-0,10096515604273847;0,8443281481982449;-3,5178275149543508;0,4865437847616826;-1,2907543331132671;709626436
1,27;-0,537439312931501;-1,2067000758518305;-0,7906970761229623;-0,22902451170643226;0,2779076787177711;-0,09797306814041043;0,8715557531413546;-3,467356812809642;0,3443095436494279;-1,417121656109106;709626436
1,28;-0,5410134074775559;-1,2646852806199795;-0,7092939846315979;-0,264693129660164;0,2569059229780381;-0,1345308848313858;0,804033584294162;-3,5769355355152954;0,4056966781629776;-1,1818258992984132;709626436
1,29;-0,47086924458218976;-1,370565527296291;-0,6498287329877717;-0,205044965227679;0,21253856456815007;-0,11731281255060207;0,9065082717716756;-3,6866819165330806;0,37485386105988355;-1,1529535571207719;709626436
1,3;-0,31916912462376523;-1,5711594007854568;-0,7839168682833634;-0,12386055093771015;0,18123633376417214;-0,26193122161709;1,0114888412832297;-3,44559283963119;0,22142474337141754;-1,2941543269604054;709626436
